State,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Result
NCT OF Delhi,East Delhi,KULDEEP KUMAR,Independent,1579,3,1582,0.13,Lost
NCT OF Delhi,East Delhi,MANOJ KUMAR GUPTA (SWARAJI),Independent,1191,1,1192,0.09,Lost
NCT OF Delhi,East Delhi,RODASH GUPTA,Independent,1097,2,1099,0.09,Lost
NCT OF Delhi,East Delhi,JYOTI PRAKASH (MONU),Ekam Sanatan Bharat Dal,824,0,824,0.07,Lost
NCT OF Delhi,East Delhi,ARUNIMA GAUTAM,Independent,749,2,751,0.06,Lost
NCT OF Delhi,East Delhi,JAI RAM LAL,Rashtriya Republican Party,657,0,657,0.05,Lost
NCT OF Delhi,East Delhi,ADVOCATE MANJEET SINGH,Rashtra Nirman Party,614,0,614,0.05,Lost
NCT OF Delhi,East Delhi,MOHAMMAD IRFAN,Independent,582,1,583,0.05,Lost
NCT OF Delhi,East Delhi,OM SHANKAR,Independent,556,0,556,0.04,Lost
NCT OF Delhi,East Delhi,LAL SINGH,Bahujan Dravida Party,476,1,477,0.04,Lost
NCT OF Delhi,East Delhi,YOGESH CHAUDHARY,Bhartiya Veer Dal,468,2,470,0.04,Lost
NCT OF Delhi,East Delhi,VIMAL KUMAR SAXENA,Independent,427,6,433,0.03,Lost
NCT OF Delhi,East Delhi,SURENDRA SINGH BASOYA,Peoples Party of India (Democratic),392,7,399,0.03,Lost
NCT OF Delhi,East Delhi,SANJAY,Public Political Party,378,1,379,0.03,Lost
NCT OF Delhi,East Delhi,AMIT GUPTA,Independent,358,2,360,0.03,Lost
NCT OF Delhi,East Delhi,SANJAYA KUMAR YADAV,Right to Recall Party,289,1,290,0.02,Lost
NCT OF Delhi,East Delhi,NOTA,None of the Above,5371,23,5394,0.43,Lost
NCT OF Delhi,New Delhi,BANSURI SWARAJ,Bharatiya Janata Party,451464,1721,453185,53.48,Won
NCT OF Delhi,New Delhi,SOMNATH BHARTI,Aam Aadmi Party,374032,783,374815,44.23,Lost
NCT OF Delhi,New Delhi,RAAJ KUMAR ANAND,Bahujan Samaj Party,5601,28,5629,0.66,Lost
NCT OF Delhi,New Delhi,SANJAY RAWAT,Independent,1271,5,1276,0.15,Lost
NCT OF Delhi,New Delhi,ACHLA JETHMALANI,Jindabad Kranti Party,1036,1,1037,0.12,Lost
NCT OF Delhi,New Delhi,HIRA LAL,Independent,1005,0,1005,0.12,Lost
NCT OF Delhi,New Delhi,PREM SINGH,Navarang Congress Party,800,6,806,0.1,Lost
NCT OF Delhi,New Delhi,UPEN‍DRA,Anjaan Aadmi Party,781,0,781,0.09,Lost
NCT OF Delhi,New Delhi,DILIP SINGH,Independent,725,1,726,0.09,Lost
NCT OF Delhi,New Delhi,LUKMAN KHAN,Log Party,654,2,656,0.08,Lost
NCT OF Delhi,New Delhi,PUNAM PANDEY,Rashtravadi Loktantrik Party (India),640,1,641,0.08,Lost
NCT OF Delhi,New Delhi,SANDHYA THAKKAR,Rashtriya Republican Party,485,1,486,0.06,Lost
NCT OF Delhi,New Delhi,RAVINDER SINGH,Independent,414,2,416,0.05,Lost
NCT OF Delhi,New Delhi,DINESH KUMAR,Peoples Party of India (Democratic),360,1,361,0.04,Lost
NCT OF Delhi,New Delhi,PRITHVI NATH SINGH,Bharatiya Sampuran Krantikari Party,335,0,335,0.04,Lost
NCT OF Delhi,New Delhi,MAHESH KUMAR DENWAL,Ambedkarite Party of India,287,1,288,0.03,Lost
NCT OF Delhi,New Delhi,MANOJ KUMAR SHARMA,Loktantrik Janshakti Party,208,4,212,0.03,Lost
NCT OF Delhi,New Delhi,NOTA,None of the Above,4791,22,4813,0.57,Lost
NCT OF Delhi,North-East Delhi,MANOJ TIWARI,Bharatiya Janata Party,821567,2884,824451,53.1,Won
NCT OF Delhi,North-East Delhi,KANHAIYA KUMAR,Indian National Congress,684501,1172,685673,44.16,Lost
NCT OF Delhi,North-East Delhi,ASHOK KUMAR,Bahujan Samaj Party,12053,85,12138,0.78,Lost
NCT OF Delhi,North-East Delhi,SUNITA,Navarang Congress Party,3518,0,3518,0.23,Lost
NCT OF Delhi,North-East Delhi,AKESHAN DUT,Independent,3325,0,3325,0.21,Lost
NCT OF Delhi,North-East Delhi,SUSHIL CHOUDHARY,Aapki Apni Party (Peoples),2066,4,2070,0.13,Lost
NCT OF Delhi,North-East Delhi,AJAY TIWARI,Right to Recall Party,2040,2,2042,0.13,Lost
NCT OF Delhi,North-East Delhi,SUBHASH,Rashtriya Janmorcha,1639,0,1639,0.11,Lost
NCT OF Delhi,North-East Delhi,AKASH SRIVASTAV,Jai Hind National Party,1317,0,1317,0.08,Lost
NCT OF Delhi,North-East Delhi,SANJEEV KUMAR PANDEY,Bharatiya Liberal Party,1163,0,1163,0.07,Lost
NCT OF Delhi,North-East Delhi,SAROJ KUMAR RAY,Independent,931,66,997,0.06,Lost
NCT OF Delhi,North-East Delhi,ADV. BHIM KISHOR,Peoples Party of India (Democratic),826,1,827,0.05,Lost
NCT OF Delhi,North-East Delhi,SANJEEV KUMAR,Public Political Party,799,0,799,0.05,Lost
NCT OF Delhi,North-East Delhi,PRAKASH DEVI,Socialist Unity Centre Of India (COMMUNIST),676,0,676,0.04,Lost
NCT OF Delhi,North-East Delhi,LAKSHYA VASHIST (SHYAM),Jindabad Kranti Party,653,0,653,0.04,Lost
NCT OF Delhi,North-East Delhi,BABITA YADAV,Aazad Samaj Party (Kanshi Ram),646,0,646,0.04,Lost
NCT OF Delhi,North-East Delhi,MANOJ KUMAR,Independent,559,2,561,0.04,Lost
NCT OF Delhi,North-East Delhi,NIVEDITA SHARMA “PREM”,Rashtrawadi Janlok Party (Satya),541,2,543,0.03,Lost
NCT OF Delhi,North-East Delhi,DR. RAJESH KUMAR SINGH,Independent,539,1,540,0.03,Lost
NCT OF Delhi,North-East Delhi,KANHI LAL,Swatantra Jantaraj Party,496,2,498,0.03,Lost
NCT OF Delhi,North-East Delhi,VIJAY KUMAR JHA,Independent,486,5,491,0.03,Lost
NCT OF Delhi,North-East Delhi,YOGESH SWAMY,Independent,410,0,410,0.03,Lost
NCT OF Delhi,North-East Delhi,ASHOK MISHRA,Independent,352,0,352,0.02,Lost
NCT OF Delhi,North-East Delhi,ADV. K.T. PALUSKAR,Prabuddha Republican Party,349,0,349,0.02,Lost
NCT OF Delhi,North-East Delhi,RAVI KIRAN THILAK THATIKONDA,Independent,324,0,324,0.02,Lost
NCT OF Delhi,North-East Delhi,ISHWAR CHAND,Bharatrashtra Democratic Party,310,0,310,0.02,Lost
NCT OF Delhi,North-East Delhi,JAGDISH,Rashtriya Samaj Paksha,276,0,276,0.02,Lost
NCT OF Delhi,North-East Delhi,BIRPAL SINGH KOLI,Independent,269,1,270,0.02,Lost
NCT OF Delhi,North-East Delhi,NOTA,None of the Above,5845,28,5873,0.38,Lost
NCT OF Delhi,North-West Delhi,YOGENDER CHANDOLIYA,Bharatiya Janata Party,863255,3228,866483,58.26,Won
NCT OF Delhi,North-West Delhi,UDIT RAJ,Indian National Congress,574451,1183,575634,38.71,Lost
NCT OF Delhi,North-West Delhi,VIJAY BAUDDH,Bahujan Samaj Party,11955,42,11997,0.81,Lost
NCT OF Delhi,North-West Delhi,SURESH KUMAR,Peoples Party of India (Democratic),2869,1,2870,0.19,Lost
NCT OF Delhi,North-West Delhi,SANJAY KUMAR SIWAL,Rashtriya Janshakti Party (Secular),2866,0,2866,0.19,Lost
NCT OF Delhi,North-West Delhi,SUBHASH,Asankhya Samaj Party,2250,0,2250,0.15,Lost
NCT OF Delhi,North-West Delhi,RAJENDER SOOD,Aam Janshakti Party,1468,10,1478,0.1,Lost
NCT OF Delhi,North-West Delhi,PRAVEEN GAUTAM,Navarang Congress Party,1455,1,1456,0.1,Lost
NCT OF Delhi,North-West Delhi,K M KAJAL,Public Political Party,1334,8,1342,0.09,Lost
NCT OF Delhi,North-West Delhi,NARESH KUMAR,Independent,1270,5,1275,0.09,Lost
NCT OF Delhi,North-West Delhi,ADVOCATE SATISH CHANDRA,Ambedkarite Party of India,1236,1,1237,0.08,Lost
NCT OF Delhi,North-West Delhi,PARMENDRA MANJHI,Independent,1102,0,1102,0.07,Lost
NCT OF Delhi,North-West Delhi,ADVOCATE DR. MAHENDER   SINGH CHURIYANA,Bahujan Dravida Party,1015,1,1016,0.07,Lost
NCT OF Delhi,North-West Delhi,CHANDER PAL SONI,Independent,891,0,891,0.06,Lost
NCT OF Delhi,North-West Delhi,ADITI,Independent,790,0,790,0.05,Lost
NCT OF Delhi,North-West Delhi,ADV. KRUPAL,Prabuddha Republican Party,673,2,675,0.05,Lost
NCT OF Delhi,North-West Delhi,NAND RAM BAGRI,Voters Party  International,638,0,638,0.04,Lost
NCT OF Delhi,North-West Delhi,SHYAM BHARTEEY,Gareeb Aadmi Party,629,3,632,0.04,Lost
NCT OF Delhi,North-West Delhi,HARI KISHAN (MECHANIC),Independent,547,1,548,0.04,Lost
NCT OF Delhi,North-West Delhi,POOJA (BHAGTANI),Bharatiya Jan Jagriti Party,504,5,509,0.03,Lost
NCT OF Delhi,North-West Delhi,NARESH KUMAR,Rashtriya Samaj Paksha,499,1,500,0.03,Lost
NCT OF Delhi,North-West Delhi,PREETI,Saman Adhikar Party,495,8,503,0.03,Lost
NCT OF Delhi,North-West Delhi,SATYA PRAKASH UTTRAKHANDI,Independent,433,1,434,0.03,Lost
NCT OF Delhi,North-West Delhi,KHILKHILAKAR,Bahujan Shoshit Samaj Sangharsh Samta Party,372,1,373,0.03,Lost
NCT OF Delhi,North-West Delhi,PRADEEP KUMAR,Independent,371,0,371,0.02,Lost
NCT OF Delhi,North-West Delhi,PUSHPA NAGRA,Independent,353,0,353,0.02,Lost
NCT OF Delhi,North-West Delhi,NOTA,None of the Above,8917,67,8984,0.6,Lost
NCT OF Delhi,South Delhi,RAMVIR SINGH BIDHURI,Bharatiya Janata Party,691184,1648,692832,53.46,Won
NCT OF Delhi,South Delhi,SAHI RAM,Aam Aadmi Party,567716,783,568499,43.87,Lost
NCT OF Delhi,South Delhi,ABDUL BASIT,Bahujan Samaj Party,9829,32,9861,0.76,Lost
NCT OF Delhi,South Delhi,RAM GOPAL,Haryana Jansena Party,3956,2,3958,0.31,Lost
NCT OF Delhi,South Delhi,CHANDRASHEKHAR SINGH KUSHWAHA,Independent,1888,1,1889,0.15,Lost
NCT OF Delhi,South Delhi,DEEPAK KAPILA,Independent,1500,0,1500,0.12,Lost
NCT OF Delhi,South Delhi,OMAPRAKASH,Samaj Vikas Kranti Party,1364,1,1365,0.11,Lost
NCT OF Delhi,South Delhi,JAGDISH KUMAR VERMA,Independent,1295,1,1296,0.1,Lost
NCT OF Delhi,South Delhi,LAKHAN SINGH,Navarang Congress Party,967,3,970,0.07,Lost
NCT OF Delhi,South Delhi,POONAM SRIVASTAVA,Independent,951,7,958,0.07,Lost
NCT OF Delhi,South Delhi,ARUN KUMAR,Independent,842,0,842,0.06,Lost
NCT OF Delhi,South Delhi,RINKI SANYAL,Bharatiya Sampuran Krantikari Party,762,1,763,0.06,Lost
NCT OF Delhi,South Delhi,KAMLESH KUMAR JHA,Independent,714,0,714,0.06,Lost
NCT OF Delhi,South Delhi,SURJEET SINGH,Delhi Janta Party,637,1,638,0.05,Lost
NCT OF Delhi,South Delhi,BHIM SINGH,Ambedkarite Party of India,601,1,602,0.05,Lost
NCT OF Delhi,South Delhi,SURINDER KUMAR,Bharatheeya Jawan Kisan Party,592,0,592,0.05,Lost
NCT OF Delhi,South Delhi,GAUTAM ANAND,All India Forward Bloc,539,1,540,0.04,Lost
NCT OF Delhi,South Delhi,SHANKAR DEY,Independent,522,0,522,0.04,Lost
NCT OF Delhi,South Delhi,BIHARI LAL JALANDHARI,India Greens Party,511,3,514,0.04,Lost
NCT OF Delhi,South Delhi,NAVEEN KUMAR,Hamara Sahi Vikalp Party,475,1,476,0.04,Lost
NCT OF Delhi,South Delhi,VIRENDER,Independent,381,0,381,0.03,Lost
NCT OF Delhi,South Delhi,RAJAN SINGH,Independent,323,2,325,0.03,Lost
NCT OF Delhi,South Delhi,NOTA,None of the Above,5927,34,5961,0.46,Lost
NCT OF Delhi,West Delhi,KAMALJEET SEHRAWAT,Bharatiya Janata Party,838332,4326,842658,55.27,Won
NCT OF Delhi,West Delhi,MAHABAL MISHRA,Aam Aadmi Party,641759,1886,643645,42.22,Lost
NCT OF Delhi,West Delhi,VISHAKHA,Bahujan Samaj Party,7899,65,7964,0.52,Lost
NCT OF Delhi,West Delhi,SABIR KHAN,Independent,3096,1,3097,0.2,Lost
NCT OF Delhi,West Delhi,AJ RAJAN,Navarang Congress Party,2381,6,2387,0.16,Lost
NCT OF Delhi,West Delhi,SUNIL MEGHWAL,Ambedkarite Party of India,1874,2,1876,0.12,Lost
NCT OF Delhi,West Delhi,OM PRAKASH NARAYAN,Aapki Apni Party (Peoples),1770,3,1773,0.12,Lost
NCT OF Delhi,West Delhi,ANJU SHARMA,Independent,1263,4,1267,0.08,Lost
NCT OF Delhi,West Delhi,KAPIL MARWAH,Independent,1154,1,1155,0.08,Lost
NCT OF Delhi,West Delhi,JARNAIL SINGH,Independent,1083,6,1089,0.07,Lost
NCT OF Delhi,West Delhi,MADHU,Akhil Bhartiya Parivar Party,1056,3,1059,0.07,Lost
NCT OF Delhi,West Delhi,RAJIV KANT MISHRA,Independent,995,0,995,0.07,Lost
NCT OF Delhi,West Delhi,RAMESH KUMAR JAIN @ NIRBHIK,Gareeb Aadmi Party,971,0,971,0.06,Lost
NCT OF Delhi,West Delhi,UMA SHANKAR TIWARI,Bhartiya Mahasangh Party,753,5,758,0.05,Lost
NCT OF Delhi,West Delhi,MEENA UJJAINWAL,Peoples Party of India (Democratic),752,4,756,0.05,Lost
NCT OF Delhi,West Delhi,CHARANJEET SINGH,All India Forward Bloc,614,5,619,0.04,Lost
NCT OF Delhi,West Delhi,UMESH CHAUHAN,Rashtriya Rashtrawadi Party,611,3,614,0.04,Lost
NCT OF Delhi,West Delhi,PRAMOD KUREEL,Bahujan National Party (Ambedkar),585,1,586,0.04,Lost
NCT OF Delhi,West Delhi,AMIT KUMAR SINGH,Rashtriya Suraksha Party,571,3,574,0.04,Lost
NCT OF Delhi,West Delhi,JAYA RAMAN,Sarvlokhit Samaj Party,439,7,446,0.03,Lost
NCT OF Delhi,West Delhi,RAM NARAYAN MOHANTY,Independent,433,1,434,0.03,Lost
NCT OF Delhi,West Delhi,CHAMAN LAL VERMA,Samaj Vikas Kranti Party,418,2,420,0.03,Lost
NCT OF Delhi,West Delhi,DEEPAK SHARMA,Bharatiya Jan Jagriti Party,362,8,370,0.02,Lost
NCT OF Delhi,West Delhi,RAVI,Independent,280,2,282,0.02,Lost
NCT OF Delhi,West Delhi,NOTA,None of the Above,8624,75,8699,0.57,Lost
Odisha,Aska,ANITA SUBHADARSHINI,Bharatiya Janata Party,493032,1194,494226,48.55,Won
Odisha,Aska,RANJITA SAHU,Biju Janata Dal,393759,493,394252,38.73,Lost
Odisha,Aska,DEBAKANTA SARMA,Indian National Congress,75108,147,75255,7.39,Lost
Odisha,Aska,SANJAYA KUMAR BISHOYI,Independent,11234,6,11240,1.1,Lost
Odisha,Aska,PAPUNU SAHU,Socialist Unity Centre Of India (COMMUNIST),8671,2,8673,0.85,Lost
Odisha,Aska,PITABAS SAHU,Sanatan Sanskriti Raksha Dal,6888,0,6888,0.68,Lost
Odisha,Aska,BRUNDABANA NAHAK,Bahujan Samaj Party,5430,9,5439,0.53,Lost
Odisha,Aska,NOTA,None of the Above,21925,16,21941,2.16,Lost
Odisha,Balasore,PRATAP CHANDRA SARANGI,Bharatiya Janata Party,561590,2275,563865,45.49,Won
Odisha,Balasore,LEKHASRI SAMANTSINGHAR,Biju Janata Dal,415917,792,416709,33.62,Lost
Odisha,Balasore,SHRIKANTA JENA,Indian National Congress,236081,926,237007,19.12,Lost
Odisha,Balasore,RAJAT KUMAR BEHERA,Bahujan Samaj Party,2913,7,2920,0.24,Lost
Odisha,Balasore,GOBINDA CHANDRA BHOI,National Apni Party,2640,0,2640,0.21,Lost
Odisha,Balasore,SURYAKANTA DASMOHAPATRA,Independent,2156,5,2161,0.17,Lost
Odisha,Balasore,MAHAMEGHABAHAN AIRA KHARABELA SWAIN,Independent,1863,5,1868,0.15,Lost
Odisha,Balasore,PRAMOD KUMAR PATTAYAT,Independent,1637,2,1639,0.13,Lost
Odisha,Balasore,BIREN PUHAN,Krupaa Party,1450,2,1452,0.12,Lost
Odisha,Balasore,DEEPAK SANKAR THAKUR GIRI,Independent,1191,3,1194,0.1,Lost
Odisha,Balasore,AKHIL KUMAR MOHANTA,Independent,829,1,830,0.07,Lost
Odisha,Balasore,NOTA,None of the Above,7333,17,7350,0.59,Lost
Odisha,Bargarh,PRADEEP PUROHIT,Bharatiya Janata Party,709606,6753,716359,54.69,Won
Odisha,Bargarh,PARINITA MISHRA,Biju Janata Dal,463008,1684,464692,35.48,Lost
Odisha,Bargarh,SANJAY BHOI,Indian National Congress,92666,885,93551,7.14,Lost
Odisha,Bargarh,JAYARAM BAGH,Bahujan Samaj Party,9215,107,9322,0.71,Lost
Odisha,Bargarh,GNYANENDRA BEHERA,Independent,4539,24,4563,0.35,Lost
Odisha,Bargarh,DEVIKA SIKA,National Apni Party,4524,14,4538,0.35,Lost
Odisha,Bargarh,PRABHAT KUMAR DHARUA,Independent,4294,4,4298,0.33,Lost
Odisha,Bargarh,NOTA,None of the Above,12414,127,12541,0.96,Lost
Odisha,Berhampur,DR. PRADEEP KUMAR PANIGRAHY,Bharatiya Janata Party,510585,2517,513102,49.2,Won
Odisha,Berhampur,BHRUGU BAXIPATRA,Biju Janata Dal,346780,846,347626,33.33,Lost
Odisha,Berhampur,RASMI RANJAN PATNAIK,Indian National Congress,129096,648,129744,12.44,Lost
Odisha,Berhampur,V CHANDRA SHEKHAR,Independent,8376,3,8379,0.8,Lost
Odisha,Berhampur,BHASKAR CHAUDHORY,Bahujan Samaj Party,5198,13,5211,0.5,Lost
Odisha,Berhampur,SOMANATH BEHERA,Socialist Unity Centre Of India (COMMUNIST),5121,14,5135,0.49,Lost
Odisha,Berhampur,SIRIN TAMMANA,Independent,5069,9,5078,0.49,Lost
Odisha,Berhampur,BOMMALI KANTA RAO,Naba Bharata Nirmana Seva Party,4190,11,4201,0.4,Lost
Odisha,Berhampur,RAM SANKAR SATAPATHY,Independent,3869,2,3871,0.37,Lost
Odisha,Berhampur,RAJENDRA DALABEHERA,Bharatiya Bikash Parishad,2335,8,2343,0.22,Lost
Odisha,Berhampur,SANTOSH KUMAR SAHU,All India Forward Bloc,2284,7,2291,0.22,Lost
Odisha,Berhampur,NOTA,None of the Above,15903,39,15942,1.53,Lost
Odisha,Bhadrak,AVIMANYU SETHI,Bharatiya Janata Party,569705,3614,573319,44.19,Won
Odisha,Bhadrak,MANJULATA MANDAL,Biju Janata Dal,480105,1670,481775,37.13,Lost
Odisha,Bhadrak,ANANTA PRASAD SETHI,Indian National Congress,221020,854,221874,17.1,Lost
Odisha,Bhadrak,KIRTAN BIHARI MALIK,Socialist Unity Centre Of India (COMMUNIST),4879,1,4880,0.38,Lost
Odisha,Bhadrak,ADV. ARJUN CHARAN MALLIK,Bahujan Samaj Party,3581,23,3604,0.28,Lost
Odisha,Bhadrak,ANJAN DAS,Ambedkarite Party of India,3512,5,3517,0.27,Lost
Odisha,Bhadrak,BASANTA KUMAR MAHALIK,Independent,1527,3,1530,0.12,Lost
Odisha,Bhadrak,SARBESWAR BEHERA,Independent,1397,3,1400,0.11,Lost
Odisha,Bhadrak,NOTA,None of the Above,5457,21,5478,0.42,Lost
Odisha,Bhubaneswar,APARAJITA SARANGI,Bharatiya Janata Party,509567,2952,512519,47.36,Won
Odisha,Bhubaneswar,MANMATH KUMAR ROUTRAY,Biju Janata Dal,475990,1377,477367,44.11,Lost
Odisha,Bhubaneswar,SYED YASHIR NAWAZ,Indian National Congress,66045,317,66362,6.13,Lost
Odisha,Bhubaneswar,SURESH CHANDRA PANIGRAHY,Communist Party of India  (Marxist),4134,14,4148,0.38,Lost
Odisha,Bhubaneswar,HULAS SENAPATI,Independent,2248,3,2251,0.21,Lost
Odisha,Bhubaneswar,KISHOR KUMAR SUTAR,Independent,2202,1,2203,0.2,Lost
Odisha,Bhubaneswar,SUDHANSU SEKHAR DAS,Independent,1751,7,1758,0.16,Lost
Odisha,Bhubaneswar,SANTOSH KUMAR MISHRA,Independent,1738,6,1744,0.16,Lost
Odisha,Bhubaneswar,SANGEETA PATTANAIK,Odisha Janata Party,1528,2,1530,0.14,Lost
Odisha,Bhubaneswar,PRADEEP KUMAR SAHOO,Kalinga Sena,1495,8,1503,0.14,Lost
Odisha,Bhubaneswar,SANTILATA ROUT,Supreme Zero Party of Bharat,1437,4,1441,0.13,Lost
Odisha,Bhubaneswar,NATABAR MAHARANA,Bharatiya Bikash Parishad,1080,7,1087,0.1,Lost
Odisha,Bhubaneswar,NOTA,None of the Above,8261,41,8302,0.77,Lost
Odisha,Bolangir,SANGEETA KUMARI SINGH DEO,Bharatiya Janata Party,614196,3548,617744,44.12,Won
Odisha,Bolangir,SURENDRA SINGH BHOI,Biju Janata Dal,483964,1116,485080,34.64,Lost
Odisha,Bolangir,MANOJ KUMAR MISHRA,Indian National Congress,229577,1297,230874,16.49,Lost
Odisha,Bolangir,SUNIL KUMAR BHOI,Socialist Unity Centre Of India (COMMUNIST),10334,21,10355,0.74,Lost
Odisha,Bolangir,JAGADISH CHANDRA BIBHAR,Bahujan Samaj Party,9404,65,9469,0.68,Lost
Odisha,Bolangir,BALRAM SINGH YADAV,Independent,8637,37,8674,0.62,Lost
Odisha,Bolangir,MADHUSUDAN BARIK,Ambedkarite Party of India,7239,13,7252,0.52,Lost
Odisha,Bolangir,BALARAM SA,Independent,6092,5,6097,0.44,Lost
Odisha,Bolangir,AKSHAYA DISHRI,National Apni Party,5465,4,5469,0.39,Lost
Odisha,Bolangir,RAJESH KUMAR PANDA,Ekam Sanatan Bharat Dal,3163,7,3170,0.23,Lost
Odisha,Bolangir,NOTA,None of the Above,16010,54,16064,1.15,Lost
Odisha,Cuttack,BHARTRUHARI MAHTAB,Bharatiya Janata Party,529271,2330,531601,47.43,Won
Odisha,Cuttack,SANTRUPT MISRA,Biju Janata Dal,473443,1081,474524,42.34,Lost
Odisha,Cuttack,SURESH MOHAPATRA,Indian National Congress,83461,354,83815,7.48,Lost
Odisha,Cuttack,PRAMOD KUMAR MALLICK,Bahujan Samaj Party,4461,23,4484,0.4,Lost
Odisha,Cuttack,NIRANJAN PATI,Independent,4390,6,4396,0.39,Lost
Odisha,Cuttack,SOBHA PANDEY,Independent,3878,10,3888,0.35,Lost
Odisha,Cuttack,PRAKASH CHANDRA SAHOO,Krupaa Party,3790,4,3794,0.34,Lost
Odisha,Cuttack,RAJAKISHORE MALLIK,Socialist Unity Centre Of India (COMMUNIST),3072,3,3075,0.27,Lost
Odisha,Cuttack,GOKULANANDA MISHRA,Independent,1804,4,1808,0.16,Lost
Odisha,Cuttack,MINATI PATNAIK,Samruddha Odisha,1241,10,1251,0.11,Lost
Odisha,Cuttack,NOTA,None of the Above,8130,29,8159,0.73,Lost
Odisha,Dhenkanal,RUDRA NARAYAN PANY,Bharatiya Janata Party,593907,4814,598721,50.24,Won
Odisha,Dhenkanal,ABINASH SAMAL,Biju Janata Dal,520144,2010,522154,43.82,Lost
Odisha,Dhenkanal,SASHMITA BEHERA,Indian National Congress,34052,678,34730,2.91,Lost
Odisha,Dhenkanal,PRAFULLA KUMAR NAIK,Bahujan Samaj Party,4850,45,4895,0.41,Lost
Odisha,Dhenkanal,MAHESWAR SAHOO,Independent,4614,15,4629,0.39,Lost
Odisha,Dhenkanal,MANASI SWAIN,Socialist Unity Centre Of India (COMMUNIST),3376,8,3384,0.28,Lost
Odisha,Dhenkanal,PRIYABRATA GARNAIK,Independent,2904,5,2909,0.24,Lost
Odisha,Dhenkanal,JANARDAN NAIK,Independent,2647,6,2653,0.22,Lost
Odisha,Dhenkanal,KAILAS CHANDRA PRADHAN,Independent,2205,8,2213,0.19,Lost
Odisha,Dhenkanal,SWAPNA RANI JAMES,Utkal Samaj,1603,5,1608,0.13,Lost
Odisha,Dhenkanal,NOTA,None of the Above,13731,46,13777,1.16,Lost
Odisha,Jagatsinghpur,BIBHU PRASAD TARAI,Bharatiya Janata Party,585672,3421,589093,45.8,Won
Odisha,Jagatsinghpur,DR. RAJASHREE MALLICK,Biju Janata Dal,546443,1954,548397,42.63,Lost
Odisha,Jagatsinghpur,RABINDRA KUMAR SETHY,Indian National Congress,122875,695,123570,9.61,Lost
Odisha,Jagatsinghpur,RAMESH CHANDRA SETHY,Communist Party of India,8112,18,8130,0.63,Lost
Odisha,Jagatsinghpur,PEEYUUSH DAS,Ambedkarite Party of India,3225,5,3230,0.25,Lost
Odisha,Jagatsinghpur,BIBHUTI BHUSAN MAJHI,Bahujan Samaj Party,2718,22,2740,0.21,Lost
Odisha,Jagatsinghpur,MAHESWAR DAS,Socialist Unity Centre Of India (COMMUNIST),2374,10,2384,0.19,Lost
Odisha,Jagatsinghpur,SANKAR DAS,Independent,1476,12,1488,0.12,Lost
Odisha,Jagatsinghpur,SILI MALLICK,Samruddha Odisha,924,6,930,0.07,Lost
Odisha,Jagatsinghpur,ARJUNA CHARAN BEHERA,Independent,758,8,766,0.06,Lost
Odisha,Jagatsinghpur,BHANUMATI DAS,Utkal Samaj,674,3,677,0.05,Lost
Odisha,Jagatsinghpur,NOTA,None of the Above,4852,30,4882,0.38,Lost
Odisha,Jajpur,SARMISTHA SETHI,Biju Janata Dal,529428,3224,532652,45.87,Lost
Odisha,Jajpur,RABINDRA NARAYAN BEHERA,Bharatiya Janata Party,528959,5280,534239,46.01,Won
Odisha,Jajpur,ANCHAL DAS,Indian National Congress,52455,690,53145,4.58,Lost
Odisha,Jajpur,SUBASH CHANDRA MALLIK,Socialist Unity Centre Of India (COMMUNIST),17955,52,18007,1.55,Lost
Odisha,Jajpur,ER. SANDHYA RANI MALLICK,Bahujan Samaj Party,3189,29,3218,0.28,Lost
Odisha,Jajpur,BHAIRABA PRASAD BEHERA,Independent,2398,5,2403,0.21,Lost
Odisha,Jajpur,SUMANTA MALIK,Independent,2295,6,2301,0.2,Lost
Odisha,Jajpur,BIDYADHAR DALEI,Ambedkarite Party of India,2172,0,2172,0.19,Lost
Odisha,Jajpur,JHUNA MALIK,Manas Lokshakti Dal,2075,2,2077,0.18,Lost
Odisha,Jajpur,ARTTATRANA MALIK,Independent,1234,18,1252,0.11,Lost
Odisha,Jajpur,NARENDRA MALIKA,Independent,1119,0,1119,0.1,Lost
Odisha,Jajpur,MANTU SETHI,Janta Darbar Party,954,2,956,0.08,Lost
Odisha,Jajpur,BINOD KUMAR JENA,Gana Suraksha Party,876,3,879,0.08,Lost
Odisha,Jajpur,NOTA,None of the Above,6738,50,6788,0.58,Lost
Odisha,Kalahandi,MALVIKA DEVI,Bharatiya Janata Party,538535,5768,544303,40.79,Won
Odisha,Kalahandi,LAMBODAR NIAL,Biju Janata Dal,408267,2223,410490,30.77,Lost
Odisha,Kalahandi,DROUPADI MAJHI,Indian National Congress,300060,3139,303199,22.72,Lost
Odisha,Kalahandi,UMAKANTA TANDI,Independent,9180,14,9194,0.69,Lost
Odisha,Kalahandi,BIRANCHI NARAYAN DURGA,Bahujan Samaj Party,8440,57,8497,0.64,Lost
Odisha,Kalahandi,DR. DHARMANANDA GAHIR,Independent,7775,36,7811,0.59,Lost
Odisha,Kalahandi,SIBA HATI,Samajwadi Party,7138,30,7168,0.54,Lost
Odisha,Kalahandi,RAJARAM SAHU,Independent,6712,18,6730,0.5,Lost
